imageNum,descriptors
1367,"car,man,red,america,flag,hand,parade,two,waving,behind,classic,girl,riding,seat,audience,back,child,face,fire,front,gathered,open,people,previous,raise,raising,rear,reflected,retro,road,saw,seated,shaking,situation,smiling,spectator,still,street,tree,truck,type,watching,woman"
1370,"gun,mountain,black,hunting,man,person,tree,anything,away,big,bit,body,clothes,dead,dress,else,fair,far,forest,front,growing,hard,holding,hunter,imagined,inside,life,long,may,military,moss,primitive,reflected,shooting,shown,stand,standing,stone,understand,walking,wearing"
1373,"running,woman,course,foot,lawn,leg,park,paved,person,reflected,road,run,wearing,able,black,body,clean,curved,environment,exercise,feeling,flesh,footstep,great,imagined,increase,jogging,legging,lower,maintained,opportunity,people,place,pleasant,rich,shape,sneaker,sportswear,thinness,understood"
1383,"broken,scattered,christmas,debris,decoration,feeling,fragment,metal,round,accident,aesthetic,around,attract,background,ball,bulb,cleaning,complement,crack,destructive,did,drop,dynamic,fitting,golden,good,green,light,moment,object,shaped,silver,speak,stunned,table,tree"
1387,"cat,corner,relaxing,sitting,step,asphalt,black,bring,brown,building,close,concrete,cute,delicious,eating,eye,gray,hand,home,house,item,licking,man,own,owner,putting,relax,seemed,sleeping,stone,stripe,thin,tiger,toe,tongue,white,woman"
1402,"cow,riding,bullfighting,person,raging,appearance,center,coming,cowboy,fence,filming,gallery,hard,hat,horn,intense,looked,looking,man,many,movement,moving,onlooker,open,people,poor,rough,scary,show,shown,space,stadium,swing,watching,wearing"
1406,"fence,man,tree,black,broken,hat,meadow,ranch,surprised,across,around,been,behind,came,chief,concerned,destroyed,development,expression,face,fell,felt,find,foot,found,grass,green,ground,half,hand,installed,looking,movie,neck,off,official,one,part,person,pile,running,scared,section,someone,spread,suspicious,walking,watch,watching,wearing,woman,wonder,wooden,wrapping"
1413,"eating,grass,cow,afar,age,almost,away,background,beautiful,brown,calf,calves,came,color,evening,everybody,far,feeling,freely,gentle,glowing,grinning,head,hill,important,meadow,pasture,pattern,point,reflected,relatively,released,sad,same,setting,shadow,sheep,sky,small,somehow,sun,sunset,ten,under,various,wonder"
1418,"woman,place,yoga,likely,pose,alone,amazing,black,camisole,canyon,concentration,enjoying,feeling,form,freedom,grand,gravel,hair,high,long,man,meditating,mountain,one,practicing,reflected,rocky,shown,sitting,spot,still,summit,terrible,thrill,top,underwear,young"
1428,"snow,animal,brown,cold,dead,grass,ground,looking,piled,walking,above,bait,between,buried,coat,color,cow,eating,elongated,felt,food,limb,little,long,nosed,one,place,snowy,thin,tough,tree,withered,wondering"
1429,"coaster,roller,curved,rail,tree,yellow,already,around,between,body,came,car,forest,front,gentle,green,inside,installed,lush,much,operating,place,point,post,red,run,running,sense,shine,speed,tilt,top,view"
1443,"plane,runway,fly,lawn,off,airplane,atmosphere,back,being,beyond,brave,bridge,brought,brown,departure,dramatic,enough,facing,far,feeling,fire,gray,ground,landed,light,may,near,one,perspective,rising,running,safely,satisfactory,sky,small,surroundings,turf,two,wheel,wonder,word"
1445,"woman,man,black,bodysuit,judo,pose,taking,wearing,white,agree,belt,blue,bottom,came,color,competition,dojo,dress,face,fighting,floor,fresh,grade,karate,kind,laid,mat,never,people,playing,seen,seriously,shown,stage,transmitted,two,type"
1457,"amusement,ferriswheel,park,coaster,light,roller,attraction,night,adult,another,back,backward,beautiful,beyond,bright,course,daytime,even,face,fence,flower,front,large,little,middle,neon,one,peeping,pepsi,play,plaything,same,shape,shine,signboard,stand,various,view,white"
1471,"autumn,leaf,red,yellow,beautiful,tree,appetite,beyond,bit,blue,branch,color,colored,face,fall,felt,got,hidden,hungry,maple,myself,orange,plant,plenty,reflected,scenery,season,seen,sky,stained,various,wonderful"
1477,"penguin,lying,got,around,beach,belly,center,day,face,forward,good,land,pleasant,raising,reflected,round,sea,squeeze,standing,stone,strange,stuck,sunny,water,without"
1481,"woman,mountain,river,back,beautiful,behind,coat,scenery,actress,angelina,autumn,beyond,brown,doe,even,faint,flowing,fur,great,human,looking,nature,neck,power,screen,similar,spreading,stand,truly,valley,wearing"
1487,"man,background,dancing,jean,black,form,gray,wearing,white,appear,body,brown,change,dance,different,dressed,energetic,hair,halfway,hand,hanging,hip,hop,intense,long,may,moment,movement,moving,music,open,purple,seized,shirt,shoulder,sleeve,slightly,sneaker,step,thin,tshirt,watch,wonder,young"
1491,"pink,sky,bloom,blue,flower,green,atmosphere,attached,back,ball,beautiful,behind,clear,deflating,glory,gradation,image,kind,light,little,more,morning,name,open,overlapping,pale,pretty,round,slightly,spring,sprouting,stem,taken,time,two,under,well,white,wonderful"
1493,"building,wall,paint,adolescent,away,black,boy,brick,bristle,brush,center,city,distant,doe,earth,establishment,four,grassland,gray,green,involved,japanese,lined,lush,made,making,man,natural,one,painted,person,place,rich,roof,school,stepping,stone,sturdy,table,tin,tree,village"
1501,"couple,kitchen,child,crayon,drawing,friend,girl,man,picture,small,woman,ball,being,black,conveyed,countertop,cut,daughter,different,even,everybody,felt,foreign,funny,happening,happy,ideal,image,making,painting,parent,preparing,purple,put,salad,same,shirt,sleep,smile,space,vegetable,writing"
1515,"game,front,light,lively,people,place,shop,amusement,arcade,atmosphere,been,bench,big,bright,center,crane,dark,experiencing,facilities,facility,flashing,full,gaudy,inside,land,lining,lonely,machine,many,neon,night,noisy,open,park,play,rest,shining,sidewalk,sitting,sport,store,taking,various,walking"
1517,"pose,yoga,woman,barefoot,behind,felt,foot,mountain,taking,top,able,ahead,arm,beautiful,cliff,clothes,earth,exercise,face,feeling,flat,foreign,gave,girl,good,grabbing,green,ground,hand,harsh,healthy,hill,holding,inheritance,inside,light,majesty,man,matched,nature,near,overlooking,place,posture,power,raised,seemingly,shape,short,sideways,soil,somewhat,standing,staring,still,stood,store,straight,tank,toe,wanted,went"
1529,"big,pumpkin,holding,man,watching,woman,boy,child,halloween,aged,agricultural,back,buy,center,color,crop,elderly,family,hand,harvest,laughing,looking,lying,many,middle,mother,orange,over,scenery,shopping,touching,unable,wait"
1537,"woman,big,blue,shirt,two,airport,another,arrival,back,bag,beside,calm,carrybag,carrying,casting,colored,corridor,cream,dark,feeling,hand,holding,jealous,lifting,lightly,looking,man,memo,motion,navy,one,orange,person,purple,red,safely,standing,strange,suitcase,trip,walking,wearing"
1549,"fish,sea,aquarium,tank,beautiful,kind,mixed,swimming,water,blue,brown,different,emerald,feeling,felt,fun,green,interesting,little,many,may,one,red,several,shaking,similar,state,surface,swim,two,type,under,underwater,various,yellow"
1563,"man,big,stadium,behind,blowinger,fan,place,tremendous,black,blowing,careful,chance,checking,circle,cold,defect,hand,here,incredible,large,manipulating,moving,propeller,reflected,seat,seen,several,stand,sunglass,wind"
1574,"smoke,factory,light,white,area,chimney,night,air,attached,building,coming,dirty,emerging,exhaust,fall,felt,flow,flowing,industrial,life,lighting,living,mass,moving,reflected,rising,several,situation,sky,soaring,somewhere,start,sun,towards,ufo,whole"
1581,"locker,woman,blonde,door,opening,affixed,clothes,color,note,pillar,red,sticker,back,calm,carrying,chest,copy,dig,dog,familiar,felt,front,good,impression,learned,lesson,lined,lovely,matching,may,preparing,purple,rocker,second,sense,several,shown,standing,text,university,watching,wine"
1587,"concrete,three,wall,white,cleaning,door,tool,actually,aligned,big,border,car,care,collectinging,descending,disposal,dispose,entrance,facility,floor,garbage,inside,instrument,multistorey,mysterious,object,order,paper,parking,piece,pipe,place,placed,show,shown,shutter,sight,sticking,stuck,thin,window,wonder,yellow"
1591,"blue,water,around,beautiful,color,light,point,ripple,spread,surface,cast,center,circle,concentricallingy,crest,doe,droplet,fall,feeling,formed,gradually,green,greenish,lightly,line,liquid,nimble,over,paint,reflected,screen,sense,surroundings,transparency,turned"
1602,"foot,sand,sandal,walking,big,blurry,man,stone,appear,bare,beach,below,brown,careful,colored,danger,feeling,focus,here,injured,line,looking,meaningless,men,ocher,one,people,point,really,rolling,sea,short,shot,sight,step,walk,wearing"
1610,"people,many,pyramid,big,brown,camel,center,coming,considering,difficult,figure,head,height,image,object,overwhelming,pant,person,picture,raw,reach,riding,rise,rock,shaped,shown,sightsee,sightseeing,small,style,taking,top,tourist,triangle,tshirt,turban,walk"
1617,"lined,antenna,power,solar,attached,center,clear,collectinging,curved,electricity,focal,generated,generator,large,light,line,making,many,metal,mirror,much,object,panel,parabolic,plant,point,radio,receiving,rectangle,satellite,shape,silver,sky,sunshine,taking,topic,wave"
1628,"tree,christmas,gift,wrapping,decoration,green,many,ornament,paper,present,back,beautiful,behind,blue,box,child,colorful,electric,forward,front,gold,large,leaf,looking,packaged,pattern,plenty,reaction,red,round,size,small,sparkling,under,white"
1631,"jump,man,woman,bathing,cliff,looking,suit,better,bikini,black,border,bottom,hope,ocean,place,red,rock,rocky,scary,standing,stiffly,style,summer,swim,swimsuit,swimwear,two,under,watching,wearing,winter"
1635,"container,forklift,hose,man,danger,water,white,workplace,yellow,accompanied,away,best,center,clean,cleaning,difficult,driving,factory,feeling,glance,ground,heaviness,heavy,inside,labor,likely,looking,near,number,onsite,orange,pass,person,place,row,scene,showing,site,sprinkling,square,talking,walking,watching,wearing,work"
1641,"boat,duck,lake,dragon,two,afar,against,around,background,big,cheer,child,corner,design,docking,done,feather,flashy,floating,foot,good,heard,horn,house,lined,lining,mountain,one,panda,pattern,peacock,pier,play,pond,quiet,several,shaped,simple,spot,standard,swan,unit,unusual"
1645,"glass,light,stained,beautiful,dark,atmosphere,black,church,color,colorful,combination,coming,darkness,dazzling,delicate,design,direction,drawing,except,fantastic,felt,firm,floating,getting,good,here,illuminated,inserted,inside,large,momentum,mysterious,one,painting,pattern,projected,rainbow,religious,room,sacred,space,standing,stark,strike,toward,vertical,window"
1656,"blue,mountain,sky,snow,color,above,atmosphere,beyond,city,cloud,deep,dyed,europe,fantastic,felt,flat,foreground,glowing,ground,majestic,making,mixed,morning,nice,northern,orange,pale,piled,really,reflected,remain,scene,screen,setting,spreading,still,strained,sun,various,vast,whole,wonderful"
1659,"mountain,blue,sky,beyond,grass,green,long,meadow,slope,sun,beautiful,behind,between,bright,clear,cloud,contrast,dazzling,fantastic,floating,flowing,greenery,light,lower,mood,pale,part,rich,several,shaking,shining,small,spread,stained,sunshine,town,under,wind"
1662,"rock,behind,sun,rising,along,back,beach,beautiful,being,castle,coast,coastline,high,hitting,irregular,magnificent,nature,ocean,old,one,projected,reach,sand,scenery,seen,shape,shine,shining,sight,silhouette,spread,stone,strange,sunlight,thin,top,tower,uplifted,view,visit,white"
1663,"bicycle,bike,happy,man,mountain,ride,riding,woman,along,beige,brown,couple,cut,cycling,dark,enjoying,forest,fun,good,helmet,laughing,may,path,pink,polo,properly,really,road,shirt,short,small,smile,support,term,wear,wearing,well,wheel,white"
1668,"machine,car,being,below,big,bottom,concept,construction,continuing,corroded,directly,image,internal,kind,lifting,looking,may,moving,old,part,pretty,reflected,rusty,seen,showing,shown,state,tire,wondered"
1669,"balloon,black,orange,white,blue,mouth,appear,background,bulging,center,color,deflating,distorted,earth,every,floating,floor,indicative,maximum,one,reflecting,shape,shown,slightly,slippery,state,tie,tied,top,turned,two,upside"
1679,"black,brick,front,hair,long,wall,woman,gray,handstand,athletics,become,center,character,crumbled,dancing,degree,drew,floor,frustrating,got,gymnastics,hand,impression,inverted,kicking,leg,making,man,middle,opening,pant,person,practicing,process,shirt,short,sideways,sleeve,sneaker,sneakers,somewhat,stand,street,trace,trouser,tshirt,wearing,white"
1684,"xylophone,black,boy,made,playing,instrument,kind,sound,wood,asking,bear,done,firm,ground,hand,id,knitted,knockout,myself,opposite,people,plate,rope,rounded,similar,sitting,surrounding,thick,top,two,tying,watching,well"
1715,"man,mask,powder,white,factory,helmet,machine,accumulated,amount,attached,concerned,danger,death,dirty,dust,food,gathered,glove,industrial,inhaled,iron,large,lead,lime,made,may,mixed,mouth,object,one,outerwear,outside,pipe,place,put,scoop,shovel,stirring,sturdy,surrounding,table,vinyl,wear,wearing"
1719,"piano,hand,keyboard,playing,man,appear,back,belongs,beside,black,blurry,cover,finger,golden,grand,greatly,imagine,intense,little,might,nail,open,over,person,placed,play,projected,reflected,rhythmicallingy,score,screen,shaking,shown,song,wire,yamaha"
1726,"man,beach,hoop,hula,knee,sand,sunglass,behind,turning,wearing,arm,around,bit,desert,filled,five,folded,foreign,funny,girl,handling,hulahoops,khaki,laughing,lined,middle,people,playing,pure,rough,row,sight,strange,touched,trouser,tshirt,turned,waist,well,white,woman"
1734,"black,blue,woman,flower,green,jersey,planted,tennis,tree,two,walking,around,beautiful,beside,bloom,building,center,clean,clothes,club,colored,court,even,fine,foreign,form,girl,jacket,lawn,light,lined,maintained,man,one,park,parka,passage,people,play,road,scenery,school,schoolyard,sidewalk,signboard,sky,space,square,straight,sunglass,talking,under,walk,wearing,weather,white"
1736,"blurry,girl,blonde,pink,another,arranging,back,background,book,bookshelf,cheek,clear,concerned,d,difficult,expression,front,hair,lesson,lie,little,lonely,looking,profile,sad,soft,someone,standing,subject,tell,tend,tremendously,well,woman,wrong"
1737,"old,tv,black,age,dial,placed,real,appearance,background,beautiful,cathode,change,channel,completely,different,doe,early,floor,form,grain,home,little,lonely,man,nostalgic,one,ray,room,saw,set,slightly,space,style,symbol,television,thin,tube,type,using"
1744,"black,tv,background,broken,smoke,analog,appearance,around,away,big,blowing,crumble,crumbled,crystal,debris,dropped,ear,end,falling,fell,fragment,glass,heavy,liquid,much,old,picture,piece,room,sad,scattered,seemed,show,shown,stop,surprised,television,top,violent,wooden"
1748,"piano,woman,pink,score,shirt,front,play,sitting,turning,black,choosing,feminine,flipping,flower,grand,hair,loaded,man,much,music,over,page,person,practicing,set,song,stacked,stand,tea,top,wondering"
1758,"man,woman,against,fence,mountain,talking,vast,actually,asian,back,background,black,canyon,cliff,deck,desert,grand,jean,landscape,layer,leaning,log,looking,made,magnificent,many,observation,observatory,overlooking,people,scenery,seeing,splendid,standing,strange,stratum,top,tshirt,turning,two,why,wilderness"
1774,"woman,lying,massage,naked,room,body,face,upper,aesthetic,asleep,bed,black,brown,bunch,curly,dim,envy,esthetic,fat,hair,little,man,middle,pleasant,private,receiving,salon,shoulder,standing,table,thin,top,towel,treatment,undergoing,white"
1780,"people,train,car,downhill,inside,outside,road,run,running,small,standing,aboard,along,area,attached,been,building,caught,city,danger,deck,doe,entrance,fit,footwork,lined,one,over,place,protrudes,quota,railway,several,someone,state,tram,uncomfortable,white,wonder"
1801,"building,white,front,gate,alone,arch,around,beautiful,black,center,clean,college,fashionable,felt,fine,forest,hard,high,hotel,inside,large,much,part,people,pillar,plant,planted,promenade,running,school,sidewalk,strange,street,surrounded,three,tree,university,walking,woman"
1805,"child,doctor,talking,boy,entrance,front,man,place,uneasy,white,wonder,young,appearance,beautiful,behind,beside,big,cloth,corridor,discharged,end,exit,facility,felt,girl,hand,happy,hard,holding,hospital,husband,imagined,looked,mother,operating,parent,reluctant,restroom,room,seemed,serious,small,someone,son,standing,staring,story,surgery,today,told,undergoing,waist,wait,wearing,wife,woman"
1814,"three,costume,dancing,stone,woman,dance,decoration,golden,indian,old,place,ruin,wearing,building,clothes,crown,dressed,ethnic,event,felt,footwear,foreign,girl,glowing,hat,head,kind,long,made,pose,red,same,shoulder,standing,tourist,traditional,waist,wear,white"
1820,"flag,people,wall,white,black,chair,cloth,front,head,many,stone,back,beige,blue,center,costume,creepy,dressed,feeling,garden,gathered,gathering,group,israeli,large,line,lined,little,made,man,old,plenty,religious,rise,same,stood,wearing,wind"
1832,"family,four,table,back,dad,daughter,dining,fruit,happy,sitting,breakfast,communication,conversation,cornflakes,eating,electricity,everybody,fine,front,good,home,late,mat,member,middle,milk,mother,night,okay,pajama,people,plate,snack,son,supper,surrounded,talking,woman,yellow"
1833,"fast,food,counter,chinese,clerk,customer,dish,menu,restaurant,shop,accounting,asian,bowl,cash,center,country,eating,exchanging,many,money,noodle,order,picture,receiving,red,register,same,shelf,somehow,state,store,tofu,uniform,watching,wearing,white,woman"
1837,"man,bathing,jump,suit,two,cliff,feeling,fun,off,person,place,rock,rocky,aged,appearance,behind,big,bit,blue,body,dive,dynamic,ease,envy,fat,felt,hand,having,leg,looking,middle,midsummer,moment,momentum,over,people,pleasant,popping,scared,sea,several,sitting,skin,sky,spread,stone,stretching,summer,swimsuit,under,vacation,warping,watching,wearing,woman,wonder"
1851,"dig,hut,machine,screen,beach,below,building,center,continuing,daytime,destroyed,door,dry,endlessly,excavator,expanse,gray,ground,heavy,large,lined,looking,middle,plain,red,sand,small,soil,spreading,tap,tin,tool,vast,water,wilderness,wonder"
1869,"river,step,water,waterfall,considering,felt,flowing,place,small,white,away,being,bubble,calling,even,fall,falling,fear,feeling,hopeless,image,larger,likely,momentum,part,really,reflected,slightly,snowflake,standing,state,strong,swept,swiped,taking,under,vast,vertically"
1876,"hand,child,classroom,costume,girl,sing,wearing,boy,circle,clothes,cute,everybody,gymnastics,head,making,many,meeting,national,plain,playground,practicing,purely,raised,raising,small,smile,song,standing,wear,wonder"
1878,"man,skateboard,outdoors,set,stage,watching,appearance,audience,beach,close,crowded,curtain,danger,distant,enclosed,gallery,game,jean,link,much,naked,one,people,performing,person,place,red,roller,sand,several,shirt,skateboarding,sliding,special,swimsuit,taking,two,upper,venue,wear,wearing,white,wonder"
1883,"snow,animal,forest,mountain,piled,tree,walking,afterwards,avalanche,back,been,branch,cloud,colored,coniferous,covering,danger,dark,deep,descending,evening,evidence,footstep,front,ground,heavy,human,leaf,line,little,many,occur,over,screen,sky,snowfall,standing,stepped,surrounded,towards,winter"
1898,"board,explanation,mountain,people,rope,front,guide,inside,landscape,picture,sightseeing,spot,taking,watching,amazingly,around,avoiding,brown,camera,careful,danger,done,enter,entering,installed,object,others,person,reading,reason,rise,rocky,route,several,sign,spreading,standing,stretched,tourist,vast,white,written"
1903,"people,cloud,ship,sky,white,front,looking,mountain,passenger,relaxing,sea,wood,back,beyond,big,black,blue,boat,careful,cruising,deck,enjoying,envy,feeling,fence,image,journey,land,leisure,lined,liner,little,luxury,man,ocean,over,overflowing,overhead,plenty,resort,seasickness,seen,slope,thin,top,towards,walking,wave"
1911,"dry,fish,woman,board,costume,stone,wearing,blunt,carving,chopping,cook,cut,cutting,everybody,front,gorgeous,happy,here,national,outdoors,placed,red,reflected,road,round,selling,smile,standing,surrey,thin,things,treat,yellow"
1921,"diver,fish,woman,beautiful,camera,ocean,sea,swimming,blue,clear,many,picture,taking,around,bottom,color,flock,gray,hand,one,rock,shoot,sky,tropical,turtle,underwater,vivid,wanted"
1923,"building,floating,sea,large,seen,ship,above,away,back,been,behind,between,build,calm,care,cliff,cloth,dome,far,fine,forgotten,gray,headed,land,logo,made,nasa,ocean,sad,sail,scrapped,shape,shore,square,tall,toward,wall,wave,white,wonder"
1928,"swimming,sand,turtle,elegant,ray,sea,air,another,appear,appearance,avoiding,aye,beautiful,blue,bottom,bragging,cobalt,color,combination,did,directly,dust,entire,falling,fish,floor,growing,hair,looked,momentum,ocean,one,playing,previous,reflected,screen,seabed,state,submerge,suddenly,surprising,surprisingly,time,tortoise,transmitted,white,wing"
1937,"earth,satellite,blue,dark,floating,space,around,artificial,attached,battery,beautiful,being,between,big,contrast,copy,crisis,daily,eight,excellent,eye,feather,flying,forecast,information,life,light,lower,mysterious,never,outer,part,piece,pitch,screen,sending,sight,solar,spacecraft,spread,spreading,star,time,touch,various,weather,wishing,wonder"
1951,"president,flag,obama,people,platform,speaks,america,american,another,back,black,center,ceremony,drawing,face,front,giving,great,here,man,microphone,necessary,necktie,purple,raised,regrettable,saturn,set,solemn,speech,stars,states,stripes,suit,talking,tell,terribly,thin,two,united"
1958,"white,beard,hand,snake,colorful,hat,man,wearing,animal,arranging,behind,black,center,colored,creepy,d,dark,destination,ethnic,front,granddad,growing,head,held,here,indian,keep,laughing,lead,military,numerous,old,ornament,pose,red,serpent,shirt,shop,show,sitting,skin,stall,stored,suspicious,tourist,turban,uniform,wear"
1963,"airport,bag,belt,big,conveyor,flowing,passanger,people,trunk,walking,already,always,around,arrival,back,board,comfortable,conveyorbelt,deposited,easy,find,flow,hand,long,luggage,man,passenger,reception,screen,search,several,soon,stand,suitcase,trip,uncomfortable,upholstered,waiting,woman"
1965,"burning,fireplace,fire,stone,building,red,warm,wood,appearance,big,black,burn,burnt,calm,crackling,danger,door,double,eye,family,felt,fine,firewood,flame,front,glass,glazed,good,home,hot,house,likely,made,net,old,open,rather,rich,somewhere,sound,thick,wonderful"
1981,"woman,fish,costume,ethnic,indian,ambiguous,arranging,asia,boundary,chilling,clothes,colorful,country,culture,everybody,feeling,felt,food,front,glimpse,ground,imagine,lined,low,market,open,outdoor,pattern,peddling,poisoning,price,selling,shrimp,southeast,squatting,stall,state,store,street,table,tag,wearing,wondering"
1994,"car,bottom,person,shown,amazing,around,beside,body,desolate,dispose,figure,gun,holding,jeep,kind,long,mountain,one,overturn,part,projected,reflected,rocky,rugged,rusty,scared,scenery,seeing,shape,shot,slightly,speculated,stand,state,supposed,tattered,thin,tire,under,whole,wonder"
1998,"amusement,park,night,attraction,dark,people,ride,air,around,basket,board,equipment,float,gathered,guest,id,kind,lifting,machine,movement,nobody,octopus,one,opposite,playground,plaything,reflected,resemble,shape,signboard,sitting,slightly,supposed,swing,three,tornado,turn,turning,vehicle,well,written"
2033,"fountain,frog,water,mouth,blowing,here,park,vigorously,angle,appearance,been,boy,camera,car,center,close,comical,design,different,forever,front,getting,great,healed,hear,holding,interesting,likely,looking,man,momentum,outlet,over,pretty,roadway,running,shape,shaped,sight,spitting,spurting,stylish,toward,watching"
2037,"growing,tree,cliff,incline,rocky,air,around,back,beautiful,between,big,center,certain,damp,diagonally,distant,green,hanging,large,leaf,more,mountain,rather,reason,rising,rock,rugged,scenery,seen,single,slight,slightly,slope,spreading,step,thick,top,uncomfortable,vertically,weight"
2045,"bud,flower,purple,background,black,color,beautiful,lily,middle,red,shown,back,close,colorful,emphasized,end,family,feeling,felt,front,green,leaf,looked,one,orange,petal,phenomenon,pink,several,shape,shiny,soon,stem,strange,transparent"
2059,"man,dark,ct,doctor,face,human,image,room,scan,watching,abdomen,adorable,air,animal,animation,anxious,behind,blue,body,character,clock,computer,diagonal,display,does,elderly,felt,front,fur,heavy,illness,looking,medical,monitor,old,personal,picture,probably,purple,reflected,round,seal,seen,show,sign,slice,stomach,taken,white"
2065,"fire,behind,car,figherman,burning,burnt,site,smoke,activity,almost,black,brigade,concerned,deformed,distinguish,driver,edge,face,future,heavily,hope,injured,man,member,over,people,put,roof,safe,screen,several,shape,staring,truck,vehicle,white,wonder"
2068,"swimming,two,white,woman,blue,buoy,sea,wave,back,beautiful,beyond,black,calm,cold,coming,depth,floating,hair,height,immediate,long,mountain,okay,orange,others,pale,people,round,seen,spreading,still,throughout,today,vicinity,waist,water"
2080,"road,black,cattle,cow,crossing,one,scenery,small,two,across,animal,appearance,awesome,behind,being,beside,big,calf,captive,car,child,country,cross,dependable,dignity,distant,example,feeling,following,forest,good,growing,horn,house,hurry,idyllic,large,long,much,nature,parent,paved,people,respectable,run,running,seen,several,show,slightly,slowly,smaller,white"
2097,"dj,man,blue,headphone,illuminated,light,attached,booth,club,comfortable,complicated,current,door,excited,face,finger,gazing,good,green,hear,kind,knob,listening,machine,managing,player,playing,plenty,preferred,preparing,record,red,seriously,song,sound,speaker,two"
2102,"people,boat,building,carrying,city,floating,ride,river,ship,above,being,board,bridge,canal,center,cityscape,definitely,elsewhere,europe,ferry,flow,flowing,gondola,italy,lined,many,moving,number,old,one,over,passenger,place,reflected,reminiscent,several,sightseeing,small,stopped,street,surrounded,surroundings,time,tourist,venice,water,wonderful"
2105,"building,people,pink,red,ski,snow,walking,wear,winter,woman,appearance,area,background,camera,chatting,city,design,equipment,flowerbed,gate,girl,heavy,made,man,one,piled,place,resort,rock,roof,sidewalk,skiing,skiwear,snowboard,state,street,townscape,tree,two,wonder"
2109,"person,sky,flying,parachute,paraglider,paragliding,red,sunset,white,color,coming,descending,enjoying,experiencing,felt,figure,freedom,fun,ground,life,pattern,people,pink,place,relaxing,riding,sail,scheme,seemed,shape,skydiving,slightly,surrounding,wonder"
2116,"snow,car,careful,road,running,accident,frozen,bad,center,colored,congested,enough,falling,ground,highway,id,lane,many,okay,one,plenty,sight,slipping,storm,straight,terrible,three,tremendous,white"
2141,"shallow,water,person,river,running,shoe,short,sneaker,wear,across,ahead,angle,clothes,color,country,cross,crossing,figure,green,keep,kicking,kid,leg,man,moderate,moss,mountain,pant,people,pestering,place,raising,road,run,sheath,splash,stone,stream,wet,wondering"
2145,"bird,face,standing,talking,animal,big,boar,man,water,wild,africa,appearance,atmosphere,attacking,being,center,earth,edge,egg,elephant,even,eye,flow,foreground,front,gray,large,light,one,pleasant,pretty,puddle,reflected,river,scene,scoop,small,stare,without,woman,wonder"
2153,"blue,mountain,sky,snow,growing,melting,rock,tree,altitude,attached,beautiful,clear,cloud,distant,end,escape,face,flowing,footprint,front,give,grass,high,hope,imago,interior,long,melted,over,peering,piece,range,rocky,scenery,seen,short,slope,snowing,spring,still,sunlight,sunny,waiting,warm,white,winter"
2161,"boat,gliding,splash,water,motor,people,speed,surface,two,woman,behind,big,bit,blonde,blue,calm,considering,dense,diagonal,driver,feeling,front,glide,head,high,jacket,lake,life,man,passenger,pleasant,raising,scared,sea,ship,tip,vicinity,vigorously,wearing,white"
2164,"door,machine,aisle,abutment,back,ceiling,coming,connected,device,electronic,extendingcables,factory,front,installed,limit,lined,lining,low,man,mark,narrow,off,one,people,place,proceed,process,room,set,sign,small,smoking,various,wall,wire"
2173,"helicopter,man,sign,around,chimney,flying,person,place,airplane,beside,big,building,climbing,clinging,contact,doe,entrance,fall,figure,hanging,high,holding,ladder,large,leaning,little,low,maybe,movie,near,one,outside,position,scene,seemed,signboard,standing,stuntman,surrounding,surroundings"
2187,"champagne,liquid,bottle,delicious,drink,mouth,open,white,background,been,came,color,coming,congratulatory,content,crook,crooked,grandfather,green,inside,looked,motion,off,opening,overflowing,plug,poured,pours,seat,slow,space,vigorously,wanted,wine"
2197,"baby,black,child,here,advertisement,asia,back,building,camping,clothes,crawling,dirty,distant,donation,eating,eye,gazing,ground,house,living,made,middle,mouth,often,one,people,picture,place,position,refugee,seeing,simple,sitting,southeast,suspicious,warehouse,watching,well,yellow"
2201,"snow,people,town,appearance,background,clad,cold,overflowing,show,state,transmitted,tree,umbrella,wear,wearing,weather,white,behind,diagonal,falling,foreground,heavily,making,many,one,person,red,said,snowstorm,snowy,stained,walking,wife"
2209,"bridge,beautiful,light,night,view,across,reflected,sea,above,attached,back,big,brilliant,car,city,dim,doe,gold,golden,island,land,landscape,large,lit,middle,movie,over,river,romantic,running,scene,shadow,spread,spreading,sunset,surface,water"
2213,"photo,decoration,forehead,shop,store,wall,woman,blonde,center,color,design,face,gallery,hair,inside,kind,leave,looked,looking,many,memory,monochrome,nostalgic,old,people,picture,rather,selling,sepia,shown,smile,steep,unpleasant,various,walking,watching,well,wonder"
2221,"pig,black,buttock,fence,ground,one,pattern,two,white,another,appearance,big,buttockfacing,cabin,center,clean,companion,corner,cute,dirty,falling,farm,felt,find,friend,good,here,little,made,man,management,near,old,painted,pink,poised,pretty,ranch,rolled,showing,shown,simple,smooth,state,status,streak,swine,tail,touch,unusual,wood"
2244,"rocket,people,watching,amazing,moment,show,america,arrival,big,climbing,clock,departure,digital,elapsed,felt,flag,fly,flying,hoping,huge,launch,launched,light,object,onlooker,properly,rarely,return,safely,second,sky,smoke,space,state,straight,towards,truly,wanted"
2260,"tree,fruit,green,pear,blue,branch,leaf,sky,two,against,attached,background,big,black,cloud,dark,fall,france,growing,hanging,imagine,made,natural,off,one,real,shaped,small,spot,surface,taste"
